6 FRAME COLUMNS							AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
136	196	98	49	152	76		117.83		0.5379		24390		406.5
38	147	201	100	50	25		93.5		0.6333		24396		406.6
12	6	131	65	160	80		75.67		0.7033		24402		406.7
40	148	74	165	210	105		123.67		0.515		24408		406.8
52	26	141	70	163	81		88.83		0.6516		24414		406.9
40	148	74	165	210	233		145.0		0.4314		24420		407.0
244	250	253	126	191	95		193.17		0.2425		24426		407.1
175	87	171	213	234	245		187.5		0.2647		24432		407.2
250	125	190	95	47	23		121.67		0.5229		24438		407.3
139	69	34	17	8	132		66.5		0.7392		24444		407.4
194	97	176	216	108	182		162.17		0.3641		24450		407.5
219	237	118	59	157	78		144.67		0.4327		24456		407.6
167	211	105	180	90	45		133.0		0.4784		24462		407.7
150	203	101	178	89	44		127.5		0.5		24468		407.8
22	11	133	194	97	48		84.17		0.6699		24474		407.9
152	76	38	19	9	4		49.67		0.8052		24480		408.0
130	193	96	48	24	140		105.17		0.5876		24486		408.1
198	227	241	248	124	62		183.33		0.281		24492		408.2
159	207	231	115	57	28		132.83		0.4791		24498		408.3
14	135	67	33	144	200		98.83		0.6124		24504		408.4
228	114	185	220	238	119		184.0		0.2784		24510		408.5
187	221	110	183	91	173		160.83		0.3693		24516		408.6
86	43	21	138	197	226		118.5		0.5353		24522		408.7
113	184	92	174	87	171		136.83		0.4634		24528		408.8
85	42	21	10	133	66		59.5		0.7667		24534		408.9
33	144	200	100	178	217		145.33		0.4301		24540		409.0
236	118	59	157	78	167		135.83		0.4673		24546		409.1
211	105	52	26	13	134		90.17		0.6464		24552		409.2
195	97	176	216	108	54		141.0		0.4471		24558		409.3
27	141	198	99	177	88		121.67		0.5229		24564		409.4
44	22	11	5	2	1		14.17		0.9444		24570		409.5
128	64	32	16	136	196		95.33		0.6261		24576		409.6
98	49	24	12	6	131		53.33		0.7908		24582		409.7
193	96	48	152	76	38		100.5		0.6059		24588		409.8
147	73	164	82	169	84		119.83		0.5301		24594		409.9
42	149	202	101	50	153		116.17		0.5444		24600		410.0
204	102	179	89	44	150		128.0		0.498		24606		410.1
203	101	50	153	204	230		156.83		0.385		24612		410.2
243	249	252	254	255	127		230.0		0.098		24618		410.3
191	223	111	55	155	205		156.67		0.3856		24624		410.4
230	115	57	156	206	103		144.5		0.4333		24630		410.5
51	25	12	134	67	161		75.0		0.7059		24636		410.6
80	168	212	234	245	122		176.83		0.3065		24642		410.7
61	158	207	231	243	249		191.5		0.249		24648		410.8
252	126	63	159	79	39		119.67		0.5307		24654		410.9
19	9	4	2	1	128		27.17		0.8935		24660		411.0
192	224	240	248	124	62		181.67		0.2876		24666		411.1
31	143	199	227	241	120		160.17		0.3719		24672		411.2
60	30	15	7	3	1		19.33		0.9242		24678		411.3
128	64	32	16	136	196		95.33		0.6261		24684		411.4
226	113	56	28	14	135		95.33		0.6261		24690		411.5
195	225	112	184	92	46		142.33		0.4418		24696		411.6
151	75	37	146	201	100		118.33		0.5359		24702		411.7
50	153	204	230	115	185		156.17		0.3876		24708		411.8
220	110	183	91	173	86		143.83		0.4359		24714		411.9
43	21	10	133	194	97		83.0		0.6745		24720		412.0
176	88	172	214	235	117		167.0		0.3451		24726		412.1
58	29	14	135	195	225		109.33		0.5712		24732		412.2
240	248	124	190	223	111		189.33		0.2575		24738		412.3
55	27	141	70	163	209		110.83		0.5654		24744		412.4
232	244	250	125	190	223		210.67		0.1739		24750		412.5
111	55	155	205	102	51		113.17		0.5562		24756		412.6
153	204	230	115	57	156		152.5		0.402		24762		412.7
78	39	19	137	68	162		83.83		0.6712		24768		412.8
81	40	20	138	69	162		85.0		0.6667		24774		412.9
209	104	180	90	173	86		140.33		0.4497		24780		413.0
43	149	202	229	114	185		153.67		0.3974		24786		413.1
220	110	55	27	141	198		125.17		0.5092		24792		413.2
227	113	56	28	142	71		106.17		0.5837		24798		413.3
35	145	200	228	114	185		151.17		0.4072		24804		413.4
92	174	87	43	149	74		103.17		0.5954		24810		413.5
165	210	233	116	186	93		167.17		0.3444		24816		413.6
174	215	107	181	218	237		188.67		0.2601		24822		413.7
118	59	157	206	103	51		115.67		0.5464		24828		413.8
153	204	102	51	25	12		91.17		0.6425		24834		413.9
134	67	33	16	8	132		65.0		0.7451		24840		414.0
194	225	112	184	220	110		174.17		0.317		24846		414.1
183	219	237	246	251	253		231.5		0.0922		24852		414.2
126	191	95	47	23	139		103.5		0.5941		24858		414.3
69	162	209	232	244	250		194.33		0.2379		24864		414.4
125	190	95	175	87	171		140.5		0.449		24870		414.5
213	106	53	26	13	134		90.83		0.6438		24876		414.6
67	33	144	72	164	82		93.67		0.6327		24882		414.7
41	20	138	69	34	145		74.5		0.7078		24888		414.8
72	36	146	201	100	178		122.17		0.5209		24894		414.9
217	236	118	187	221	238		202.83		0.2046		24900		415.0
247	251	125	62	159	79		153.83		0.3967		24906		415.1
39	147	73	164	210	233		144.33		0.434		24912		415.2
244	250	125	190	95	175		179.83		0.2948		24918		415.3
215	107	181	90	45	22		110.0		0.5686		24924		415.4
11	5	130	65	160	80		75.17		0.7052		24930		415.5
168	84	170	85	42	21		95.0		0.6275		24936		415.6
10	133	66	161	80	168		103.0		0.5961		24942		415.7
84	170	213	234	245	250		199.33		0.2183		24948		415.8
253	126	191	223	111	183		181.17		0.2895		24954		415.9
91	173	214	235	117	186		169.33		0.3359		24960		416.0
93	174	87	43	149	202		124.67		0.5111		24966		416.1
101	50	25	12	134	67		64.83		0.7458		24972		416.2
33	16	136	68	162	209		104.0		0.5922		24978		416.3
104	180	218	237	118	187		174.0		0.3176		24984		416.4
221	238	247	251	253	254		244.0		0.0431		24990		416.5
255	127	63	159	79	39		120.33		0.5281		24996		416.6
19	137	196	226	113	184		145.83		0.4281		25002		416.7
220	238	119	59	157	78		145.17		0.4307		25008		416.8
39	147	201	100	178	89		125.67		0.5072		25014		416.9
172	86	43	21	138	197		109.5		0.5706		25020		417.0
98	49	24	12	134	67		64.0		0.749		25026		417.1
161	208	104	180	90	173		152.67		0.4013		25032		417.2
86	43	21	10	133	66		59.83		0.7654		25038		417.3
161	208	104	180	218	237		184.67		0.2758		25044		417.4
246	251	125	62	159	207		175.0		0.3137		25050		417.5
231	115	185	220	238	247		206.0		0.1922		25056		417.6
123	61	158	79	39	147		101.17		0.6033		25062		417.7
201	228	242	121	60	158		168.33		0.3399		25068		417.8
79	39	19	137	68	162		84.0		0.6706		25074		417.9
209	104	180	218	109	182		167.0		0.3451		25080		418.0
219	237	246	251	253	126		222.0		0.1294		25086		418.1
63	159	79	39	147	73		93.33		0.634		25092		418.2
164	82	41	148	202	101		123.0		0.5176		25098		418.3
178	89	44	22	11	133		79.5		0.6882		25104		418.4
66	33	16	136	68	34		58.83		0.7693		25110		418.5
17	136	68	162	209	104		116.0		0.5451		25116		418.6
52	26	13	6	131	193		70.17		0.7248		25122		418.7
224	112	56	28	142	199		126.83		0.5026		25128		418.8
99	49	24	12	6	131		53.5		0.7902		25134		418.9
193	224	240	248	124	62		181.83		0.2869		25140		419.0
159	79	39	147	201	100		120.83		0.5261		25146		419.1
50	153	204	230	115	57		134.83		0.4712		25152		419.2
156	78	167	83	169	84		122.83		0.5183		25158		419.3
170	85	42	149	202	101		124.83		0.5105		25164		419.4
178	217	108	182	219	109		168.83		0.3379		25170		419.5
54	27	141	198	227	241		148.0		0.4196		25176		419.6
248	252	126	63	31	143		143.83		0.4359		25182		419.7
71	35	145	72	36	146		84.17		0.6699		25188		419.8
73	164	210	105	180	90		137.0		0.4627		25194		419.9
173	86	43	149	74	37		93.67		0.6327		25200		420.0
18	137	196	98	49	152		108.33		0.5752		25206		420.1
76	166	211	105	52	26		106.0		0.5843		25212		420.2
13	6	131	193	224	240		134.5		0.4725		25218		420.3
120	60	158	207	103	51		116.5		0.5431		25224		420.4
153	76	38	147	201	228		140.5		0.449		25230		420.5
242	121	188	94	175	87		151.17		0.4072		25236		420.6
43	149	74	37	18	137		76.33		0.7007		25242		420.7
196	226	113	184	92	174		164.17		0.3562		25248		420.8
215	107	181	90	45	22		110.0		0.5686		25254		420.9
139	197	226	113	184	92		158.5		0.3784		25260		421.0
174	215	107	53	26	13		98.0		0.6157		25266		421.1
6	131	193	224	240	248		173.67		0.319		25272		421.2
124	190	223	111	55	155		143.0		0.4392		25278		421.3
205	102	179	217	236	246		197.5		0.2255		25284		421.4
123	61	158	207	103	51		117.17		0.5405		25290		421.5
153	76	166	83	169	212		143.17		0.4386		25296		421.6
234	117	186	221	110	55		153.83		0.3967		25302		421.7
27	141	70	35	145	200		103.0		0.5961		25308		421.8
100	178	89	172	86	43		111.33		0.5634		25314		421.9
21	10	133	66	33	16		46.5		0.8176		25320		422.0
8	132	194	225	240	120		153.17		0.3993		25326		422.1
188	94	175	215	235	117		170.67		0.3307		25332		422.2
58	157	78	167	83	41		97.33		0.6183		25338		422.3
148	202	229	242	249	252		220.33		0.1359		25344		422.4
254	127	191	223	111	183		181.5		0.2882		25350		422.5
91	173	86	43	21	138		92.0		0.6392		25356		422.6
69	162	81	168	84	170		122.33		0.5203		25362		422.7
85	42	21	10	5	2		27.5		0.8922		25368		422.8
129	64	160	80	168	84		114.17		0.5523		25374		422.9
170	213	234	245	122	189		195.5		0.2333		25380		423.0
94	175	215	107	181	218		165.0		0.3529		25386		423.1
237	246	251	125	190	95		190.67		0.2523		25392		423.2
47	151	75	165	210	105		125.5		0.5078		25398		423.3
52	154	77	166	83	41		95.5		0.6255		25404		423.4
20	138	197	98	49	24		87.67		0.6562		25410		423.5
140	198	227	241	248	124		196.33		0.2301		25416		423.6
190	223	239	247	123	61		180.5		0.2922		25422		423.7
30	143	199	99	49	152		112.0		0.5608		25428		423.8
204	230	243	121	188	222		201.33		0.2105		25434		423.9
111	183	219	237	246	123		186.5		0.2686		25440		424.0
189	94	47	23	11	5		61.5		0.7588		25446		424.1
2	1	128	64	160	208		93.83		0.632		25452		424.2
232	244	122	61	30	143		138.67		0.4562		25458		424.3
199	227	241	120	60	158		167.5		0.3431		25464		424.4
207	103	51	25	140	70		99.33		0.6105		25470		424.5
163	209	232	244	250	125		203.83		0.2007		25476		424.6
62	159	79	39	147	201		114.5		0.551		25482		424.7
100	178	217	236	246	123		183.33		0.281		25488		424.8
61	158	207	231	115	185		159.5		0.3745		25494		424.9
92	174	87	171	85	170		129.83		0.4908		25500		425.0
85	170	213	106	53	154		130.17		0.4895		25506		425.1
77	38	19	137	196	98		94.17		0.6307		25512		425.2
49	24	140	70	35	17		55.83		0.781		25518		425.3
8	4	130	193	96	48		79.83		0.6869		25524		425.4
152	204	102	179	217	236		181.67		0.2876		25530		425.5
118	187	221	110	183	91		151.67		0.4052		25536		425.6
45	22	139	69	162	209		107.67		0.5778		25542		425.7
232	244	250	253	254	127		226.67		0.1111		25548		425.8
191	95	175	215	235	117		171.33		0.3281		25554		425.9
58	29	142	71	35	17		58.67		0.7699		25560		426.0
136	196	98	49	24	140		107.17		0.5797		25566		426.1
198	99	177	88	44	150		126.0		0.5059		25572		426.2
203	229	114	57	156	78		139.5		0.4529		25578		426.3
167	211	105	180	90	45		133.0		0.4784		25584		426.4
22	139	69	162	81	40		85.5		0.6647		25590		426.5
20	138	197	226	113	56		125.0		0.5098		25596		426.6
156	78	167	211	105	52		128.17		0.4974		25602		426.7
154	205	102	179	89	172		150.17		0.4111		25608		426.8
214	235	245	250	253	254		241.83		0.0516		25614		426.9
127	191	223	111	55	155		143.67		0.4366		25620		427.0
77	38	19	9	132	194		78.17		0.6935		25626		427.1
97	176	216	108	182	91		145.0		0.4314		25632		427.2
173	86	43	149	74	165		115.0		0.549		25638		427.3
82	41	148	74	37	146		88.0		0.6549		25644		427.4
201	228	114	57	28	14		107.0		0.5804		25650		427.5
7	131	65	32	16	136		64.5		0.7471		25656		427.6
68	34	17	136	196	98		91.5		0.6412		25662		427.7
177	88	44	22	11	133		79.17		0.6895		25668		427.8
66	161	208	104	52	26		102.83		0.5967		25674		427.9
13	134	195	97	48	24		85.17		0.666		25680		428.0
12	6	3	129	192	224		94.33		0.6301		25686		428.1
112	56	28	14	7	3		36.67		0.8562		25692		428.2
129	64	32	16	8	4		42.17		0.8346		25698		428.3
130	65	160	80	40	20		82.5		0.6765		25704		428.4
10	133	66	33	16	8		44.33		0.8261		25710		428.5
4	2	129	192	96	176		99.83		0.6085		25716		428.6
88	44	22	139	69	34		66.0		0.7412		25722		428.7
145	72	36	18	137	196		100.67		0.6052		25728		428.8
226	241	248	124	62	159		176.67		0.3072		25734		428.9
79	167	211	105	52	26		106.67		0.5817		25740		429.0
141	198	99	49	152	204		140.5		0.449		25746		429.1
102	179	89	44	150	75		106.5		0.5824		25752		429.2
165	82	169	212	234	245		184.5		0.2765		25758		429.3
122	61	158	207	103	179		138.33		0.4575		25764		429.4
217	236	118	59	157	206		165.5		0.351		25770		429.5
103	51	25	12	6	3		33.33		0.8693		25776		429.6
1	0	128	192	224	112		109.5		0.5706		25782		429.7
56	156	206	231	243	249		190.17		0.2542		25788		429.8
124	62	159	207	231	115		149.67		0.4131		25794		429.9
57	156	78	167	83	41		97.0		0.6196		25800		430.0
148	202	101	50	153	204		143.0		0.4392		25806		430.1
230	115	185	92	174	215		168.5		0.3392		25812		430.2
107	181	90	45	150	203		129.33		0.4928		25818		430.3
229	242	121	188	94	47		153.5		0.398		25824		430.4
151	75	37	18	9	4		49.0		0.8078		25830		430.5
2	1	128	192	224	112		109.83		0.5693		25836		430.6
184	92	46	23	139	197		113.5		0.5549		25842		430.7
98	177	88	44	22	11		73.33		0.7124		25848		430.8
5	130	193	224	112	56		120.0		0.5294		25854		430.9
28	142	71	163	81	40		87.5		0.6569		25860		431.0
20	10	133	66	33	144		67.67		0.7346		25866		431.1
200	100	50	153	204	102		134.83		0.4712		25872		431.2
51	153	76	38	147	73		89.67		0.6484		25878		431.3
36	18	9	132	66	161		70.33		0.7242		25884		431.4
208	232	116	58	29	14		109.5		0.5706		25890		431.5
135	67	161	80	40	20		83.83		0.6712		25896		431.6
138	197	226	113	184	92		158.33		0.3791		25902		431.7
46	151	203	101	50	25		96.0		0.6235		25908		431.8
12	6	131	65	160	208		97.0		0.6196		25914		431.9
104	180	90	173	214	107		144.67		0.4327		25920		432.0
181	90	173	86	171	85		131.0		0.4863		25926		432.1
42	21	138	197	226	241		144.17		0.4346		25932		432.2
248	252	126	63	159	79		154.5		0.3941		25938		432.3
167	83	169	84	42	21		94.33		0.6301		25944		432.4
138	69	162	81	168	84		117.0		0.5412		25950		432.5
42	21	10	5	2	1		13.5		0.9471		25956		432.6
0	0	0	128	64	160		58.67		0.7699		25962		432.7
80	168	84	42	149	74		99.5		0.6098		25968		432.8
165	82	169	84	42	149		115.17		0.5484		25974		432.9
202	229	242	249	252	126		216.67		0.1503		25980		433.0
191	95	175	87	171	85		134.0		0.4745		25986		433.1
42	149	202	101	178	89		126.83		0.5026		25992		433.2
172	214	235	117	58	29		137.5		0.4608		25998		433.3
14	7	131	193	224	240		134.83		0.4712		26004		433.4
120	188	94	47	23	11		80.5		0.6843		26010		433.5
133	66	161	80	40	148		104.67		0.5895		26016		433.6
202	101	178	217	236	118		175.33		0.3124		26022		433.7
187	221	110	55	155	77		134.17		0.4739		26028		433.8
38	147	73	164	82	41		90.83		0.6438		26034		433.9
148	202	229	242	121	60		167.0		0.3451		26040		434.0
30	15	135	195	97	48		86.67		0.6601		26046		434.1
152	76	38	19	9	132		71.0		0.7216		26052		434.2
194	225	112	56	28	142		126.17		0.5052		26058		434.3
71	163	209	232	116	58		141.5		0.4451		26064		434.4
157	78	39	19	9	4		51.0		0.8		26070		434.5
2	129	192	96	176	216		135.17		0.4699		26076		434.6
236	118	187	93	46	151		138.5		0.4569		26082		434.7
203	229	114	185	220	238		198.17		0.2229		26088		434.8
247	123	61	158	207	103		149.83		0.4124		26094		434.9
179	217	236	246	123	189		198.33		0.2222		26100		435.0
222	111	55	27	141	70		104.33		0.5908		26106		435.1
35	17	8	132	194	97		80.5		0.6843		26112		435.2
176	88	172	214	235	245		188.33		0.2614		26118		435.3
122	61	30	143	199	227		130.33		0.4889		26124		435.4
113	184	92	174	215	107		147.5		0.4216		26130		435.5
53	154	77	38	147	201		111.67		0.5621		26136		435.6
228	242	121	60	158	207		169.33		0.3359		26142		435.7
103	51	153	76	166	211		126.67		0.5033		26148		435.8
233	244	250	125	190	223		210.83		0.1732		26154		435.9
239	119	59	157	78	39		115.17		0.5484		26160		436.0
147	73	164	210	105	180		146.5		0.4255		26166		436.1
90	45	150	75	165	82		101.17		0.6033		26172		436.2
41	20	10	5	2	1		13.17		0.9484		26178		436.3
128	64	160	80	40	148		103.33		0.5948		26184		436.4
74	37	18	137	68	34		61.33		0.7595		26190		436.5
145	72	36	146	201	228		138.0		0.4588		26196		436.6
114	185	220	110	183	219		171.83		0.3261		26202		436.7
109	54	155	77	38	147		96.67		0.6209		26208		436.8
73	164	210	233	244	250		195.67		0.2327		26214		436.9
253	254	127	191	223	111		193.17		0.2425		26220		437.0
183	219	109	54	27	13		100.83		0.6046		26226		437.1
134	67	33	144	200	100		113.0		0.5569		26232		437.2
178	89	44	150	75	165		116.83		0.5418		26238		437.3
82	169	84	170	213	106		137.33		0.4614		26244		437.4
53	154	205	230	243	249		189.0		0.2588		26250		437.5
252	126	63	159	79	167		141.0		0.4471		26256		437.6
83	41	20	10	5	130		48.17		0.8111		26262		437.7
65	160	208	232	116	58		139.83		0.4516		26268		437.8
29	14	7	131	193	96		78.33		0.6928		26274		437.9
48	24	140	70	35	17		55.67		0.7817		26280		438.0
136	68	34	145	72	36		81.83		0.6791		26286		438.1
146	73	36	18	137	196		101.0		0.6039		26292		438.2
98	177	88	172	86	171		132.0		0.4824		26298		438.3
85	42	149	202	229	114		136.83		0.4634		26304		438.4
185	220	238	247	123	189		200.33		0.2144		26310		438.5
222	239	119	187	221	238		204.33		0.1987		26316		438.6
119	59	157	206	103	51		115.83		0.5458		26322		438.7
25	12	134	67	33	16		47.83		0.8124		26328		438.8
136	196	226	241	120	188		184.5		0.2765		26334		438.9
222	239	247	251	253	254		244.33		0.0418		26340		439.0
255	255	255	127	63	31		164.33		0.3556		26346		439.1
15	135	67	33	144	200		99.0		0.6118		26352		439.2
228	242	121	188	222	111		185.33		0.2732		26358		439.3
183	219	237	118	59	157		162.17		0.3641		26364		439.4
78	39	19	9	132	66		57.17		0.7758		26370		439.5
33	144	72	164	210	105		121.33		0.5242		26376		439.6
52	26	13	6	131	193		70.17		0.7248		26382		439.7
96	176	88	44	150	203		126.17		0.5052		26388		439.8
101	178	217	108	54	155		135.5		0.4686		26394		439.9
205	230	115	185	220	110		177.5		0.3039		26400		440.0
183	91	45	22	11	5		59.5		0.7667		26406		440.1
2	129	192	224	240	120		151.17		0.4072		26412		440.2
188	222	239	119	187	221		196.0		0.2314		26418		440.3
110	183	219	237	246	123		186.33		0.2693		26424		440.4
61	158	207	103	51	25		100.83		0.6046		26430		440.5
12	134	67	161	208	232		135.67		0.468		26436		440.6
244	250	253	126	63	31		161.17		0.368		26442		440.7
143	199	227	241	248	124		197.0		0.2275		26448		440.8
190	95	47	23	11	5		61.83		0.7575		26454		440.9
2	129	64	160	208	232		132.5		0.4804		26460		441.0
244	250	253	254	255	255		251.83		0.0124		26466		441.1
255	255	255	255	127	191		223.0		0.1255		26472		441.2
95	47	23	11	5	130		51.83		0.7967		26478		441.3
65	160	208	232	244	250		193.17		0.2425		26484		441.4
125	62	31	143	199	227		131.17		0.4856		26490		441.5
241	120	188	94	47	23		118.83		0.534		26496		441.6
11	5	130	193	96	48		80.5		0.6843		26502		441.7
152	204	230	115	185	220		184.33		0.2771		26508		441.8
110	183	219	237	118	59		154.33		0.3948		26514		441.9
29	14	135	67	33	144		70.33		0.7242		26520		442.0
72	164	210	233	244	250		195.5		0.2333		26526		442.1
125	62	159	207	231	115		149.83		0.4124		26532		442.2
185	92	174	215	107	53		137.67		0.4601		26538		442.3
154	77	166	211	233	244		180.83		0.2908		26544		442.4
250	125	62	31	143	71		113.67		0.5542		26550		442.5
35	145	72	164	82	41		89.83		0.6477		26556		442.6
148	202	101	178	217	108		159.0		0.3765		26562		442.7
54	27	141	70	35	145		78.67		0.6915		26568		442.8
200	100	50	25	140	70		97.5		0.6176		26574		442.9
35	17	8	4	2	1		11.17		0.9562		26580		443.0
0	0	128	192	96	48		77.33		0.6967		26586		443.1
24	140	70	163	209	104		118.33		0.5359		26592		443.2
52	26	141	70	163	81		88.83		0.6516		26598		443.3
168	84	42	149	202	229		145.67		0.4288		26604		443.4
242	121	60	30	143	71		111.17		0.5641		26610		443.5
163	81	40	148	74	165		111.83		0.5614		26616		443.6
210	105	180	218	237	118		178.0		0.302		26622		443.7
187	93	46	23	139	197		114.17		0.5523		26628		443.8
226	241	248	252	126	63		192.67		0.2444		26634		443.9
31	15	135	67	161	80		81.5		0.6804		26640		444.0
40	148	202	101	178	89		126.33		0.5046		26646		444.1
172	86	171	213	106	53		133.5		0.4765		26652		444.2
26	13	6	131	65	160		66.83		0.7379		26658		444.3
80	168	84	170	213	234		158.17		0.3797		26664		444.4
117	58	157	78	167	211		131.33		0.485		26670		444.5
105	52	154	205	230	243		164.83		0.3536		26676		444.6
121	188	222	239	247	123		190.0		0.2549		26682		444.7
189	222	111	183	219	109		172.17		0.3248		26688		444.8
182	91	45	22	11	5		59.33		0.7673		26694		444.9
130	65	32	144	200	100		111.83		0.5614		26700		445.0
178	89	44	150	203	229		148.83		0.4163		26706		445.1
114	185	92	174	215	235		169.17		0.3366		26712		445.2
117	186	221	238	247	251		210.0		0.1765		26718		445.3
125	190	95	175	87	171		140.5		0.449		26724		445.4
85	170	85	42	21	138		90.17		0.6464		26730		445.5
69	162	81	40	148	74		95.67		0.6248		26736		445.6
37	18	9	4	130	193		65.17		0.7444		26742		445.7
96	48	152	76	166	211		124.83		0.5105		26748		445.8
233	244	122	189	94	175		176.17		0.3092		26754		445.9
215	107	53	26	141	198		123.33		0.5163		26760		446.0
227	113	184	220	238	247		204.83		0.1967		26766		446.1
123	189	222	111	183	219		174.5		0.3157		26772		446.2
237	246	123	61	30	15		118.67		0.5346		26778		446.3
7	3	1	0	128	192		55.17		0.7837		26784		446.4
96	176	216	236	246	251		203.5		0.202		26790		446.5
253	126	191	223	239	247		213.17		0.1641		26796		446.6
251	125	190	223	111	55		159.17		0.3758		26802		446.7
27	13	134	67	161	208		101.67		0.6013		26808		446.8
232	244	250	125	62	31		157.33		0.383		26814		446.9
15	135	195	225	112	184		144.33		0.434		26820		447.0
92	174	87	43	21	138		92.5		0.6373		26826		447.1
197	98	177	88	172	214		157.67		0.3817		26832		447.2
107	181	218	237	246	251		206.67		0.1895		26838		447.3
253	126	63	31	143	71		114.5		0.551		26844		447.4
163	81	168	84	170	85		125.17		0.5092		26850		447.5
170	85	170	85	42	149		116.83		0.5418		26856		447.6
74	37	18	9	4	130		45.33		0.8222		26862		447.7
193	224	112	184	92	174		163.17		0.3601		26868		447.8
215	235	117	58	157	78		143.33		0.4379		26874		447.9
167	211	105	180	218	237		186.33		0.2693		26880		448.0
246	251	125	190	95	175		180.33		0.2928		26886		448.1
215	107	181	218	109	54		147.33		0.4222		26892		448.2
27	13	134	67	33	16		48.33		0.8105		26898		448.3
136	68	162	81	40	148		105.83		0.585		26904		448.4
202	229	114	185	92	174		166.0		0.349		26910		448.5
215	235	245	250	253	254		242.0		0.051		26916		448.6
255	255	127	63	31	143		145.67		0.4288		26922		448.7
71	163	81	168	212	234		154.83		0.3928		26928		448.8
117	186	93	174	87	171		138.0		0.4588		26934		448.9
213	106	53	26	13	6		69.5		0.7275		26940		449.0
3	1	128	64	160	80		72.67		0.715		26946		449.1
168	84	170	85	42	149		116.33		0.5438		26952		449.2
74	165	82	169	84	170		124.0		0.5137		26958		449.3
213	234	245	250	253	254		241.5		0.0529		26964		449.4
255	255	127	191	95	175		183.0		0.2824		26970		449.5
87	171	85	170	85	170		128.0		0.498		26976		449.6
85	170	85	170	85	42		106.17		0.5837		26982		449.7
21	10	5	2	1	0		6.5		0.9745		26988		449.8
128	64	160	80	168	84		114.0		0.5529		26994		449.9
170	213	106	181	90	173		155.5		0.3902		27000		450.0
86	171	213	234	245	250		199.83		0.2163		27006		450.1
253	254	255	127	63	159		185.17		0.2739		27012		450.2
79	167	83	169	212	234		157.33		0.383		27018		450.3
117	186	93	174	87	43		116.67		0.5425		27024		450.4
149	74	37	18	9	4		48.5		0.8098		27030		450.5
130	65	160	80	168	84		114.5		0.551		27036		450.6
170	213	106	53	26	141		118.17		0.5366		27042		450.7
70	163	209	232	116	186		162.67		0.3621		27048		450.8
221	238	247	123	61	30		153.33		0.3987		27054		450.9
143	199	99	177	216	236		178.33		0.3007		27060		451.0
246	251	125	190	95	47		159.0		0.3765		27066		451.1
151	203	229	242	121	60		167.67		0.3425		27072		451.2
158	79	39	19	9	4		51.33		0.7987		27078		451.3
130	193	96	176	216	236		174.5		0.3157		27084		451.4
246	251	253	254	255	255		252.33		0.0105		27090		451.5
255	255	255	127	63	159		185.67		0.2719		27096		451.6
79	39	19	9	132	194		78.67		0.6915		27102		451.7
97	176	216	236	246	123		182.33		0.285		27108		451.8
189	94	47	151	203	229		152.17		0.4033		27114		451.9
114	57	156	78	39	19		77.17		0.6974		27120		452.0
9	132	66	33	16	8		44.0		0.8275		27126		452.1
132	194	97	48	24	140		105.83		0.585		27132		452.2
70	163	209	104	180	90		136.0		0.4667		27138		452.3
173	86	171	85	170	213		149.67		0.4131		27144		452.4
106	181	218	237	246	123		185.17		0.2739		27150		452.5
189	222	239	119	187	93		174.83		0.3144		27156		452.6
46	23	11	133	194	97		84.0		0.6706		27162		452.7
176	216	108	182	91	45		136.33		0.4654		27168		452.8
22	11	133	66	161	80		78.83		0.6908		27174		452.9
168	212	106	53	154	205		149.67		0.4131		27180		453.0
230	243	249	124	62	31		156.5		0.3863		27186		453.1
143	71	163	81	168	84		118.33		0.5359		27192		453.2
42	21	138	69	162	81		85.5		0.6647		27198		453.3
40	20	10	5	2	1		13.0		0.949		27204		453.4
0	128	64	32	16	136		62.67		0.7542		27210		453.5
68	162	209	104	52	26		103.5		0.5941		27216		453.6
141	70	163	209	232	116		155.17		0.3915		27222		453.7
58	157	206	231	115	57		137.33		0.4614		27228		453.8
28	14	135	67	161	208		102.17		0.5993		27234		453.9
232	244	122	189	222	111		186.67		0.268		27240		454.0
55	155	205	102	179	89		130.83		0.4869		27246		454.1
44	150	75	37	146	201		108.83		0.5732		27252		454.2
228	242	249	124	190	95		188.0		0.2627		27258		454.3
175	87	171	213	234	245		187.5		0.2647		27264		454.4
122	61	158	79	39	19		79.67		0.6876		27270		454.5
137	196	98	49	24	140		107.33		0.5791		27276		454.6
198	99	49	24	12	134		86.0		0.6627		27282		454.7
195	225	112	184	220	110		174.33		0.3163		27288		454.8
183	219	109	182	219	237		191.5		0.249		27294		454.9
118	187	93	174	87	171		138.33		0.4575		27300		455.0
85	170	213	234	117	58		146.17		0.4268		27306		455.1
29	142	71	163	81	40		87.67		0.6562		27312		455.2
148	74	37	18	9	132		69.67		0.7268		27318		455.3
194	225	112	56	156	78		136.83		0.4634		27324		455.4
39	147	201	228	114	185		152.33		0.4026		27330		455.5
92	46	23	11	5	2		29.83		0.883		27336		455.6
129	192	96	48	152	204		136.83		0.4634		27342		455.7
230	243	121	60	30	143		137.83		0.4595		27348		455.8
199	227	241	248	252	126		215.5		0.1549		27354		455.9
191	95	47	23	11	133		83.33		0.6732		27360		456.0
66	161	208	232	244	250		193.5		0.2412		27366		456.1
125	190	223	111	183	219		175.17		0.3131		27372		456.2
237	118	59	157	206	103		146.67		0.4248		27378		456.3
