10 FRAME COLUMNS											AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
194	225	112	184	220	110	183	219	237	246		193.0		0.2431		24850		414.17
251	253	126	191	95	47	23	139	69	162		135.6		0.4682		24860		414.33
209	232	244	250	125	190	95	175	87	171		177.8		0.3027		24870		414.5
213	106	53	26	13	134	67	33	144	72		86.1		0.6624		24880		414.67
164	82	41	20	138	69	34	145	72	36		80.1		0.6859		24890		414.83
146	201	100	178	217	236	118	187	221	238		184.2		0.2776		24900		415.0
247	251	125	62	159	79	39	147	73	164		134.6		0.4722		24910		415.17
210	233	244	250	125	190	95	175	215	107		184.4		0.2769		24920		415.33
181	90	45	22	11	5	130	65	160	80		78.9		0.6906		24930		415.5
168	84	170	85	42	21	10	133	66	161		94.0		0.6314		24940		415.67
80	168	84	170	213	234	245	250	253	126		182.3		0.2851		24950		415.83
191	223	111	183	91	173	214	235	117	186		172.4		0.3239		24960		416.0
93	174	87	43	149	202	101	50	25	12		93.6		0.6329		24970		416.17
134	67	33	16	136	68	162	209	104	180		110.9		0.5651		24980		416.33
218	237	118	187	221	238	247	251	253	254		222.4		0.1278		24990		416.5
255	127	63	159	79	39	19	137	196	226		130.0		0.4902		25000		416.67
113	184	220	238	119	59	157	78	39	147		135.4		0.469		25010		416.83
201	100	178	89	172	86	43	21	138	197		122.5		0.5196		25020		417.0
98	49	24	12	134	67	161	208	104	180		103.7		0.5933		25030		417.17
90	173	86	43	21	10	133	66	161	208		99.1		0.6114		25040		417.33
104	180	218	237	246	251	125	62	159	207		178.9		0.2984		25050		417.5
231	115	185	220	238	247	123	61	158	79		165.7		0.3502		25060		417.67
39	147	201	228	242	121	60	158	79	39		131.4		0.4847		25070		417.83
19	137	68	162	209	104	180	218	109	182		138.8		0.4557		25080		418.0
219	237	246	251	253	126	63	159	79	39		167.2		0.3443		25090		418.17
147	73	164	82	41	148	202	101	178	89		122.5		0.5196		25100		418.33
44	22	11	133	66	33	16	136	68	34		56.3		0.7792		25110		418.5
17	136	68	162	209	104	52	26	13	6		79.3		0.689		25120		418.67
131	193	224	112	56	28	142	199	99	49		123.3		0.5165		25130		418.83
24	12	6	131	193	224	240	248	124	62		126.4		0.5043		25140		419.0
159	79	39	147	201	100	50	153	204	230		136.2		0.4659		25150		419.17
115	57	156	78	167	83	169	84	170	85		116.4		0.5435		25160		419.33
42	149	202	101	178	217	108	182	219	109		150.7		0.409		25170		419.5
54	27	141	198	227	241	248	252	126	63		157.7		0.3816		25180		419.67
31	143	71	35	145	72	36	146	73	164		91.6		0.6408		25190		419.83
210	105	180	90	173	86	43	149	74	37		114.7		0.5502		25200		420.0
18	137	196	98	49	152	76	166	211	105		120.8		0.5263		25210		420.17
52	26	13	6	131	193	224	240	120	60		106.5		0.5824		25220		420.33
158	207	103	51	153	76	38	147	201	228		136.2		0.4659		25230		420.5
242	121	188	94	175	87	43	149	74	37		121.0		0.5255		25240		420.67
18	137	196	226	113	184	92	174	215	107		146.2		0.4267		25250		420.83
181	90	45	22	139	197	226	113	184	92		128.9		0.4945		25260		421.0
174	215	107	53	26	13	6	131	193	224		114.2		0.5522		25270		421.17
240	248	124	190	223	111	55	155	205	102		165.3		0.3518		25280		421.33
179	217	236	246	123	61	158	207	103	51		158.1		0.38		25290		421.5
153	76	166	83	169	212	234	117	186	221		161.7		0.3659		25300		421.67
110	55	27	141	70	35	145	200	100	178		106.1		0.5839		25310		421.83
89	172	86	43	21	10	133	66	33	16		66.9		0.7376		25320		422.0
8	132	194	225	240	120	188	94	175	215		159.1		0.3761		25330		422.17
235	117	58	157	78	167	83	41	148	202		128.6		0.4957		25340		422.33
229	242	249	252	254	127	191	223	111	183		206.1		0.1918		25350		422.5
91	173	86	43	21	138	69	162	81	168		103.2		0.5953		25360		422.67
84	170	85	42	21	10	5	2	129	64		61.2		0.76		25370		422.83
160	80	168	84	170	213	234	245	122	189		166.5		0.3471		25380		423.0
94	175	215	107	181	218	237	246	251	125		184.9		0.2749		25390		423.17
190	95	47	151	75	165	210	105	52	154		124.4		0.5122		25400		423.33
77	166	83	41	20	138	197	98	49	24		89.3		0.6498		25410		423.5
140	198	227	241	248	124	190	223	239	247		207.7		0.1855		25420		423.67
123	61	30	143	199	99	49	152	204	230		129.0		0.4941		25430		423.83
243	121	188	222	111	183	219	237	246	123		189.3		0.2576		25440		424.0
189	94	47	23	11	5	2	1	128	64		56.4		0.7788		25450		424.17
160	208	232	244	122	61	30	143	199	227		162.6		0.3624		25460		424.33
241	120	60	158	207	103	51	25	140	70		117.5		0.5392		25470		424.5
163	209	232	244	250	125	62	159	79	39		156.2		0.3875		25480		424.67
147	201	100	178	217	236	246	123	61	158		166.7		0.3463		25490		424.83
207	231	115	185	92	174	87	171	85	170		151.7		0.4051		25500		425.0
85	170	213	106	53	154	77	38	19	137		105.2		0.5875		25510		425.17
196	98	49	24	140	70	35	17	8	4		64.1		0.7486		25520		425.33
130	193	96	48	152	204	102	179	217	236		155.7		0.3894		25530		425.5
118	187	221	110	183	91	45	22	139	69		118.5		0.5353		25540		425.67
162	209	232	244	250	253	254	127	191	95		201.7		0.209		25550		425.83
175	215	235	117	58	29	142	71	35	17		109.4		0.571		25560		426.0
136	196	98	49	24	140	198	99	177	88		120.5		0.5275		25570		426.17
44	150	203	229	114	57	156	78	167	211		140.9		0.4475		25580		426.33
105	180	90	45	22	139	69	162	81	40		93.3		0.6341		25590		426.5
20	138	197	226	113	56	156	78	167	211		136.2		0.4659		25600		426.67
105	52	154	205	102	179	89	172	214	235		150.7		0.409		25610		426.83
245	250	253	254	127	191	223	111	55	155		186.4		0.269		25620		427.0
77	38	19	9	132	194	97	176	216	108		106.6		0.582		25630		427.17
182	91	173	86	43	149	74	165	82	41		108.6		0.5741		25640		427.33
148	74	37	146	201	228	114	57	28	14		104.7		0.5894		25650		427.5
7	131	65	32	16	136	68	34	17	136		64.2		0.7482		25660		427.67
196	98	177	88	44	22	11	133	66	161		99.6		0.6094		25670		427.83
208	104	52	26	13	134	195	97	48	24		90.1		0.6467		25680		428.0
12	6	3	129	192	224	112	56	28	14		77.6		0.6957		25690		428.17
7	3	129	64	32	16	8	4	130	65		45.8		0.8204		25700		428.33
160	80	40	20	10	133	66	33	16	8		56.6		0.778		25710		428.5
4	2	129	192	96	176	88	44	22	139		89.2		0.6502		25720		428.67
69	34	145	72	36	18	137	196	226	241		117.4		0.5396		25730		428.83
248	124	62	159	79	167	211	105	52	26		123.3		0.5165		25740		429.0
141	198	99	49	152	204	102	179	89	44		125.7		0.5071		25750		429.17
150	75	165	82	169	212	234	245	122	61		151.5		0.4059		25760		429.33
158	207	103	179	217	236	118	59	157	206		164.0		0.3569		25770		429.5
103	51	25	12	6	3	1	0	128	192		52.1		0.7957		25780		429.67
224	112	56	156	206	231	243	249	124	62		166.3		0.3478		25790		429.83
159	207	231	115	57	156	78	167	83	41		129.4		0.4925		25800		430.0
148	202	101	50	153	204	230	115	185	92		148.0		0.4196		25810		430.17
174	215	107	181	90	45	150	203	229	242		163.6		0.3584		25820		430.33
121	188	94	47	151	75	37	18	9	4		74.4		0.7082		25830		430.5
2	1	128	192	224	112	184	92	46	23		100.4		0.6063		25840		430.67
139	197	98	177	88	44	22	11	5	130		91.1		0.6427		25850		430.83
193	224	112	56	28	142	71	163	81	40		111.0		0.5647		25860		431.0
20	10	133	66	33	144	200	100	50	153		90.9		0.6435		25870		431.17
204	102	51	153	76	38	147	73	36	18		89.8		0.6478		25880		431.33
9	132	66	161	208	232	116	58	29	14		102.5		0.598		25890		431.5
135	67	161	80	40	20	138	197	226	113		117.7		0.5384		25900		431.67
184	92	46	151	203	101	50	25	12	6		87.0		0.6588		25910		431.83
131	65	160	208	104	180	90	173	214	107		143.2		0.4384		25920		432.0
181	90	173	86	171	85	42	21	138	197		118.4		0.5357		25930		432.17
226	241	248	252	126	63	159	79	167	83		164.4		0.3553		25940		432.33
169	84	42	21	138	69	162	81	168	84		101.8		0.6008		25950		432.5
42	21	10	5	2	1	0	0	0	128		20.9		0.918		25960		432.67
64	160	80	168	84	42	149	74	165	82		106.8		0.5812		25970		432.83
169	84	42	149	202	229	242	249	252	126		174.4		0.3161		25980		433.0
191	95	175	87	171	85	42	149	202	101		129.8		0.491		25990		433.17
178	89	172	214	235	117	58	29	14	7		111.3		0.5635		26000		433.33
131	193	224	240	120	188	94	47	23	11		127.1		0.5016		26010		433.5
133	66	161	80	40	148	202	101	178	217		132.6		0.48		26020		433.67
236	118	187	221	110	55	155	77	38	147		134.4		0.4729		26030		433.83
73	164	82	41	148	202	229	242	121	60		136.2		0.4659		26040		434.0
30	15	135	195	97	48	152	76	38	19		80.5		0.6843		26050		434.17
9	132	194	225	112	56	28	142	71	163		113.2		0.5561		26060		434.33
209	232	116	58	157	78	39	19	9	4		92.1		0.6388		26070		434.5
2	129	192	96	176	216	236	118	187	93		144.5		0.4333		26080		434.67
46	151	203	229	114	185	220	238	247	123		175.6		0.3114		26090		434.83
61	158	207	103	179	217	236	246	123	189		171.9		0.3259		26100		435.0
222	111	55	27	141	70	35	17	8	132		81.8		0.6792		26110		435.17
194	97	176	88	172	214	235	245	122	61		160.4		0.371		26120		435.33
30	143	199	227	113	184	92	174	215	107		148.4		0.418		26130		435.5
53	154	77	38	147	201	228	242	121	60		132.1		0.482		26140		435.67
158	207	103	51	153	76	166	211	233	244		160.2		0.3718		26150		435.83
250	125	190	223	239	119	59	157	78	39		147.9		0.42		26160		436.0
147	73	164	210	105	180	90	45	150	75		123.9		0.5141		26170		436.17
165	82	41	20	10	5	2	1	128	64		51.8		0.7969		26180		436.33
160	80	40	148	74	37	18	137	68	34		79.6		0.6878		26190		436.5
145	72	36	146	201	228	114	185	220	110		145.7		0.4286		26200		436.67
183	219	109	54	155	77	38	147	73	164		121.9		0.522		26210		436.83
210	233	244	250	253	254	127	191	223	111		209.6		0.178		26220		437.0
183	219	109	54	27	13	134	67	33	144		98.3		0.6145		26230		437.17
200	100	178	89	44	150	75	165	82	169		125.2		0.509		26240		437.33
84	170	213	106	53	154	205	230	243	249		170.7		0.3306		26250		437.5
252	126	63	159	79	167	83	41	20	10		100.0		0.6078		26260		437.67
5	130	65	160	208	232	116	58	29	14		101.7		0.6012		26270		437.83
7	131	193	96	48	24	140	70	35	17		76.1		0.7016		26280		438.0
136	68	34	145	72	36	146	73	36	18		76.4		0.7004		26290		438.17
137	196	98	177	88	172	86	171	85	42		125.2		0.509		26300		438.33
149	202	229	114	185	220	238	247	123	189		189.6		0.2565		26310		438.5
222	239	119	187	221	238	119	59	157	206		176.7		0.3071		26320		438.67
103	51	25	12	134	67	33	16	136	196		77.3		0.6969		26330		438.83
226	241	120	188	222	239	247	251	253	254		224.1		0.1212		26340		439.0
255	255	255	127	63	31	15	135	67	33		123.6		0.5153		26350		439.17
144	200	228	242	121	188	222	111	183	219		185.8		0.2714		26360		439.33
237	118	59	157	78	39	19	9	132	66		91.4		0.6416		26370		439.5
33	144	72	164	210	105	52	26	13	6		82.5		0.6765		26380		439.67
131	193	96	176	88	44	150	203	101	178		136.0		0.4667		26390		439.83
217	108	54	155	205	230	115	185	220	110		159.9		0.3729		26400		440.0
183	91	45	22	11	5	2	129	192	224		90.4		0.6455		26410		440.17
240	120	188	222	239	119	187	221	110	183		182.9		0.2827		26420		440.33
219	237	246	123	61	158	207	103	51	25		143.0		0.4392		26430		440.5
12	134	67	161	208	232	244	250	253	126		168.7		0.3384		26440		440.67
63	31	143	199	227	241	248	124	190	95		156.1		0.3878		26450		440.83
47	23	11	5	2	129	64	160	208	232		88.1		0.6545		26460		441.0
244	250	253	254	255	255	255	255	255	255		253.1		0.0075		26470		441.17
127	191	95	47	23	11	5	130	65	160		85.4		0.6651		26480		441.33
208	232	244	250	125	62	31	143	199	227		172.1		0.3251		26490		441.5
241	120	188	94	47	23	11	5	130	193		105.2		0.5875		26500		441.67
96	48	152	204	230	115	185	220	110	183		154.3		0.3949		26510		441.83
219	237	118	59	29	14	135	67	33	144		105.5		0.5863		26520		442.0
72	164	210	233	244	250	125	62	159	207		172.6		0.3231		26530		442.17
231	115	185	92	174	215	107	53	154	77		140.3		0.4498		26540		442.33
166	211	233	244	250	125	62	31	143	71		153.6		0.3976		26550		442.5
35	145	72	164	82	41	148	202	101	178		116.8		0.542		26560		442.67
217	108	54	27	141	70	35	145	200	100		109.7		0.5698		26570		442.83
50	25	140	70	35	17	8	4	2	1		35.2		0.862		26580		443.0
0	0	128	192	96	48	24	140	70	163		86.1		0.6624		26590		443.17
209	104	52	26	141	70	163	81	168	84		109.8		0.5694		26600		443.33
42	149	202	229	242	121	60	30	143	71		128.9		0.4945		26610		443.5
163	81	40	148	74	165	210	105	180	218		138.4		0.4573		26620		443.67
237	118	187	93	46	23	139	197	226	241		150.7		0.409		26630		443.83
248	252	126	63	31	15	135	67	161	80		117.8		0.538		26640		444.0
40	148	202	101	178	89	172	86	171	213		140.0		0.451		26650		444.17
106	53	26	13	6	131	65	160	80	168		80.8		0.6831		26660		444.33
84	170	213	234	117	58	157	78	167	211		148.9		0.4161		26670		444.5
105	52	154	205	230	243	121	188	222	239		175.9		0.3102		26680		444.67
247	123	189	222	111	183	219	109	182	91		167.6		0.3427		26690		444.83
45	22	11	5	130	65	32	144	200	100		75.4		0.7043		26700		445.0
178	89	44	150	203	229	114	185	92	174		145.8		0.4282		26710		445.17
215	235	117	186	221	238	247	251	125	190		202.5		0.2059		26720		445.33
95	175	87	171	85	170	85	42	21	138		106.9		0.5808		26730		445.5
69	162	81	40	148	74	37	18	9	4		64.2		0.7482		26740		445.67
130	193	96	48	152	76	166	211	233	244		154.9		0.3925		26750		445.83
122	189	94	175	215	107	53	26	141	198		132.0		0.4824		26760		446.0
227	113	184	220	238	247	123	189	222	111		187.4		0.2651		26770		446.17
183	219	237	246	123	61	30	15	7	3		112.4		0.5592		26780		446.33
1	0	128	192	96	176	216	236	246	251		154.2		0.3953		26790		446.5
253	126	191	223	239	247	251	125	190	223		206.8		0.189		26800		446.67
111	55	27	13	134	67	161	208	232	244		125.2		0.509		26810		446.83
250	125	62	31	15	135	195	225	112	184		133.4		0.4769		26820		447.0
92	174	87	43	21	138	197	98	177	88		111.5		0.5627		26830		447.17
172	214	107	181	218	237	246	251	253	126		200.5		0.2137		26840		447.33
63	31	143	71	163	81	168	84	170	85		105.9		0.5847		26850		447.5
170	85	170	85	42	149	74	37	18	9		83.9		0.671		26860		447.67
4	130	193	224	112	184	92	174	215	235		156.3		0.3871		26870		447.83
117	58	157	78	167	211	105	180	218	237		152.8		0.4008		26880		448.0
246	251	125	190	95	175	215	107	181	218		180.3		0.2929		26890		448.17
109	54	27	13	134	67	33	16	136	68		65.7		0.7424		26900		448.33
162	81	40	148	202	229	114	185	92	174		142.7		0.4404		26910		448.5
215	235	245	250	253	254	255	255	127	63		215.2		0.1561		26920		448.67
31	143	71	163	81	168	212	234	117	186		140.6		0.4486		26930		448.83
93	174	87	171	213	106	53	26	13	6		94.2		0.6306		26940		449.0
3	1	128	64	160	80	168	84	170	85		94.3		0.6302		26950		449.17
42	149	74	165	82	169	84	170	213	234		138.2		0.458		26960		449.33
245	250	253	254	255	255	127	191	95	175		210.0		0.1765		26970		449.5
87	171	85	170	85	170	85	170	85	170		127.8		0.4988		26980		449.67
85	42	21	10	5	2	1	0	128	64		35.8		0.8596		26990		449.83
160	80	168	84	170	213	106	181	90	173		142.5		0.4412		27000		450.0
86	171	213	234	245	250	253	254	255	127		208.8		0.1812		27010		450.17
63	159	79	167	83	169	212	234	117	186		146.9		0.4239		27020		450.33
93	174	87	43	149	74	37	18	9	4		68.8		0.7302		27030		450.5
130	65	160	80	168	84	170	213	106	53		122.9		0.518		27040		450.67
26	141	70	163	209	232	116	186	221	238		160.2		0.3718		27050		450.83
247	123	61	30	143	199	99	177	216	236		153.1		0.3996		27060		451.0
246	251	125	190	95	47	151	203	229	242		177.9		0.3024		27070		451.17
121	60	158	79	39	19	9	4	130	193		81.2		0.6816		27080		451.33
96	176	216	236	246	251	253	254	255	255		223.8		0.1224		27090		451.5
255	255	255	127	63	159	79	39	19	9		126.0		0.5059		27100		451.67
132	194	97	176	216	236	246	123	189	94		170.3		0.3322		27110		451.83
47	151	203	229	114	57	156	78	39	19		109.3		0.5714		27120		452.0
9	132	66	33	16	8	132	194	97	48		73.5		0.7118		27130		452.17
24	140	70	163	209	104	180	90	173	86		123.9		0.5141		27140		452.33
171	85	170	213	106	181	218	237	246	123		175.0		0.3137		27150		452.5
189	222	239	119	187	93	46	23	11	133		126.2		0.5051		27160		452.67
194	97	176	216	108	182	91	45	22	11		114.2		0.5522		27170		452.83
133	66	161	80	168	212	106	53	154	205		133.8		0.4753		27180		453.0
230	243	249	124	62	31	143	71	163	81		139.7		0.4522		27190		453.17
168	84	42	21	138	69	162	81	40	20		82.5		0.6765		27200		453.33
10	5	2	1	0	128	64	32	16	136		39.4		0.8455		27210		453.5
68	162	209	104	52	26	141	70	163	209		120.4		0.5278		27220		453.67
232	116	58	157	206	231	115	57	28	14		121.4		0.5239		27230		453.83
135	67	161	208	232	244	122	189	222	111		169.1		0.3369		27240		454.0
55	155	205	102	179	89	44	150	75	37		109.1		0.5722		27250		454.17
146	201	228	242	249	124	190	95	175	87		173.7		0.3188		27260		454.33
171	213	234	245	122	61	158	79	39	19		134.1		0.4741		27270		454.5
137	196	98	49	24	140	198	99	49	24		101.4		0.6024		27280		454.67
12	134	195	225	112	184	220	110	183	219		159.4		0.3749		27290		454.83
109	182	219	237	118	187	93	174	87	171		157.7		0.3816		27300		455.0
85	170	213	234	117	58	29	142	71	163		128.2		0.4973		27310		455.17
81	40	148	74	37	18	9	132	194	225		95.8		0.6243		27320		455.33
112	56	156	78	39	147	201	228	114	185		131.6		0.4839		27330		455.5
92	46	23	11	5	2	129	192	96	48		64.4		0.7475		27340		455.67
152	204	230	243	121	60	30	143	199	227		160.9		0.369		27350		455.83
241	248	252	126	191	95	47	23	11	133		136.7		0.4639		27360		456.0
66	161	208	232	244	250	125	190	223	111		181.0		0.2902		27370		456.17
183	219	237	118	59	157	206	103	51	25		135.8		0.4675		27380		456.33
140	70	35	17	8	132	194	97	48	24		76.5		0.7		27390		456.5
140	198	227	241	120	188	94	175	215	235		183.3		0.2812		27400		456.67
117	186	221	110	183	91	45	150	75	165		134.3		0.4733		27410		456.83
210	233	244	250	125	62	31	15	135	67		137.2		0.462		27420		457.0
161	80	168	84	170	85	170	85	170	213		138.6		0.4565		27430		457.17
106	181	90	45	22	11	133	194	225	240		124.7		0.511		27440		457.33
120	188	94	47	23	139	69	34	145	72		93.1		0.6349		27450		457.5
36	146	73	164	210	233	244	122	189	94		151.1		0.4075		27460		457.67
47	151	203	101	50	153	204	102	51	25		108.7		0.5737		27470		457.83
140	198	227	113	56	28	142	71	163	209		134.7		0.4718		27480		458.0
232	244	122	189	94	47	23	11	133	66		116.1		0.5447		27490		458.17
161	208	104	180	218	109	182	219	109	54		154.4		0.3945		27500		458.33
155	205	102	51	153	204	230	243	121	188		165.2		0.3522		27510		458.5
94	47	23	139	197	226	113	56	28	142		106.5		0.5824		27520		458.67
71	35	17	8	132	66	161	80	168	212		95.0		0.6275		27530		458.83
234	245	122	189	222	239	247	251	253	254		225.6		0.1153		27540		459.0
255	127	191	95	47	23	11	133	194	97		117.3		0.54		27550		459.17
176	216	236	246	123	61	30	15	135	195		143.3		0.438		27560		459.33
225	112	184	220	110	55	27	13	134	195		127.5		0.5		27570		459.5
225	112	56	156	206	103	179	89	172	86		138.4		0.4573		27580		459.67
171	213	106	53	154	77	38	147	73	164		119.6		0.531		27590		459.83
82	41	20	138	197	226	113	56	28	142		104.3		0.591		27600		460.0
199	227	113	56	156	78	167	211	105	180		149.2		0.4149		27610		460.17
218	237	118	187	93	174	87	171	213	234		173.2		0.3208		27620		460.33
245	250	125	62	31	15	7	131	65	32		96.3		0.6224		27630		460.5
144	72	164	210	105	180	218	237	118	187		163.5		0.3588		27640		460.67
221	110	55	155	205	230	243	121	188	94		162.2		0.3639		27650		460.83
47	23	11	133	194	97	48	24	140	198		91.5		0.6412		27660		461.0
99	49	24	140	70	163	209	104	180	218		125.6		0.5075		27670		461.17
237	118	187	93	174	215	235	245	250	253		200.7		0.2129		27680		461.33
254	127	191	95	47	23	139	69	34	17		99.6		0.6094		27690		461.5
136	196	226	113	184	220	110	55	155	205		160.0		0.3725		27700		461.67
102	51	153	76	38	19	9	132	66	33		67.9		0.7337		27710		461.83
144	72	36	146	73	36	18	9	4	2		54.0		0.7882		27720		462.0
129	64	160	80	40	148	74	165	210	233		130.3		0.489		27730		462.17
116	58	157	78	167	83	169	212	106	181		132.7		0.4796		27740		462.33
218	237	246	123	61	30	143	71	163	81		137.3		0.4616		27750		462.5
40	148	202	229	242	121	188	222	239	247		187.8		0.2635		27760		462.67
251	125	62	31	143	199	99	49	152	204		131.5		0.4843		27770		462.83
102	51	25	140	198	99	177	88	44	150		107.4		0.5788		27780		463.0
75	165	82	41	148	74	165	82	41	148		102.1		0.5996		27790		463.17
74	37	18	137	196	98	49	24	12	134		77.9		0.6945		27800		463.33
195	97	48	24	140	70	163	209	232	244		142.2		0.4424		27810		463.5
122	189	94	175	87	43	149	74	165	210		130.8		0.4871		27820		463.67
233	244	250	125	190	223	111	183	91	173		182.3		0.2851		27830		463.83
86	43	149	202	101	178	89	172	86	43		114.9		0.5494		27840		464.0
21	10	5	2	1	0	0	128	192	96		45.5		0.8216		27850		464.17
176	88	172	86	171	213	106	181	90	173		145.6		0.429		27860		464.33
86	171	85	170	213	234	245	250	253	254		196.1		0.231		27870		464.5
127	191	95	175	87	171	85	42	21	138		113.2		0.5561		27880		464.67
69	162	81	168	212	106	53	26	13	6		89.6		0.6486		27890		464.83
3	129	64	32	144	72	164	82	41	148		87.9		0.6553		27900		465.0
74	165	82	169	84	42	21	10	133	194		97.4		0.618		27910		465.17
225	240	120	60	158	207	103	179	89	44		142.5		0.4412		27920		465.33
22	139	197	226	113	184	220	110	183	91		148.5		0.4176		27930		465.5
45	22	11	133	66	161	208	232	244	122		124.4		0.5122		27940		465.67
61	158	207	103	179	217	108	54	27	141		125.5		0.5078		27950		465.83
198	99	49	152	76	38	19	9	4	130		77.4		0.6965		27960		466.0
65	32	16	8	132	194	225	112	184	92		106.0		0.5843		27970		466.17
46	151	203	229	242	249	124	62	159	79		154.4		0.3945		27980		466.33
39	19	137	196	98	177	216	236	246	123		148.7		0.4169		27990		466.5
61	30	143	71	163	209	104	180	218	237		141.6		0.4447		28000		466.67
246	123	61	158	207	231	243	121	60	158		160.8		0.3694		28010		466.83
79	167	83	41	148	202	229	114	57	156		127.6		0.4996		28020		467.0
206	103	179	217	236	118	59	157	78	39		139.2		0.4541		28030		467.17
19	9	4	2	1	128	64	160	208	232		82.7		0.6757		28040		467.33
116	58	29	14	135	195	225	112	56	28		96.8		0.6204		28050		467.5
142	199	99	49	152	76	38	147	201	228		133.1		0.478		28060		467.67
242	121	60	30	143	71	35	145	72	164		108.3		0.5753		28070		467.83
82	169	212	234	117	186	221	110	183	91		160.5		0.3706		28080		468.0
173	86	43	149	202	229	242	121	188	94		152.7		0.4012		28090		468.17
47	23	139	69	34	17	8	4	130	65		53.6		0.7898		28100		468.33
160	208	104	180	90	173	86	43	149	74		126.7		0.5031		28110		468.5
165	82	169	212	106	53	154	205	230	243		161.9		0.3651		28120		468.67
121	60	30	15	135	67	161	208	232	116		114.5		0.551		28130		468.83
58	29	142	71	35	145	72	36	18	9		61.5		0.7588		28140		469.0
4	130	65	160	80	40	20	138	197	98		93.2		0.6345		28150		469.17
49	24	12	6	131	193	224	112	184	92		102.7		0.5973		28160		469.33
46	151	75	37	18	137	68	34	145	200		91.1		0.6427		28170		469.5
228	242	249	252	126	191	95	175	215	235		200.8		0.2125		28180		469.67
117	58	157	206	103	51	25	140	198	227		128.2		0.4973		28190		469.83
113	56	156	206	103	179	217	236	246	251		176.3		0.3086		28200		470.0
253	126	63	31	15	135	195	97	176	88		117.9		0.5376		28210		470.17
172	214	107	53	154	77	38	147	201	100		126.3		0.5047		28220		470.33
178	89	44	150	203	101	178	217	108	182		145.0		0.4314		28230		470.5
219	237	246	123	189	222	239	247	123	61		190.6		0.2525		28240		470.67
30	15	7	131	65	160	208	232	116	186		115.0		0.549		28250		470.83
93	174	87	171	213	106	181	90	45	22		118.2		0.5365		28260		471.0
11	5	130	193	224	112	184	92	174	87		121.2		0.5247		28270		471.17
171	85	42	149	74	165	82	41	148	202		115.9		0.5455		28280		471.33
229	242	249	252	126	63	159	207	103	179		180.9		0.2906		28290		471.5
89	44	22	11	5	130	65	160	208	104		83.8		0.6714		28300		471.67
52	154	77	38	19	137	68	34	145	72		79.6		0.6878		28310		471.83
164	82	41	148	74	165	210	233	116	58		129.1		0.4937		28320		472.0
29	14	135	67	161	208	104	52	154	205		112.9		0.5573		28330		472.17
230	115	57	28	14	135	195	97	48	152		107.1		0.58		28340		472.33
204	102	179	89	172	214	235	245	122	189		175.1		0.3133		28350		472.5
222	111	183	219	109	182	219	109	54	27		143.5		0.4373		28360		472.67
13	134	67	161	208	232	116	186	93	46		125.6		0.5075		28370		472.83
23	11	133	66	161	80	168	84	170	85		98.1		0.6153		28380		473.0
170	213	234	245	122	189	94	47	151	75		154.0		0.3961		28390		473.17
165	210	233	244	122	61	158	79	39	147		145.8		0.4282		28400		473.33
73	36	18	9	4	130	65	160	208	104		80.7		0.6835		28410		473.5
52	154	205	102	51	153	76	38	147	201		117.9		0.5376		28420		473.67
228	114	57	156	78	167	83	41	20	10		95.4		0.6259		28430		473.83
5	2	129	192	224	240	120	60	158	207		133.7		0.4757		28440		474.0
103	179	217	108	54	155	205	230	115	57		142.3		0.442		28450		474.17
156	78	167	83	41	20	138	69	34	145		93.1		0.6349		28460		474.33
200	228	242	249	124	190	223	111	183	219		196.9		0.2278		28470		474.5
237	246	251	253	254	127	63	31	15	135		161.2		0.3678		28480		474.67
67	33	16	136	196	226	113	184	220	238		142.9		0.4396		28490		474.83
247	251	253	126	63	159	207	231	115	57		170.9		0.3298		28500		475.0
156	78	39	19	9	132	194	97	48	24		79.6		0.6878		28510		475.17
140	198	99	177	88	172	86	171	213	106		145.0		0.4314		28520		475.33
53	154	205	102	179	89	172	86	43	149		123.2		0.5169		28530		475.5
202	229	242	121	60	30	15	7	131	65		110.2		0.5678		28540		475.67
32	144	72	36	146	73	164	210	233	116		122.6		0.5192		28550		475.83
58	157	78	39	147	201	228	114	185	220		142.7		0.4404		28560		476.0
110	55	27	13	6	131	65	32	16	136		59.1		0.7682		28570		476.17
196	226	241	248	252	126	191	223	239	247		218.9		0.1416		28580		476.33
123	189	94	175	87	43	21	138	69	162		110.1		0.5682		28590		476.5
209	232	244	250	125	62	31	143	71	163		153.0		0.4		28600		476.67
209	104	180	90	45	150	75	37	146	201		123.7		0.5149		28610		476.83
100	50	25	12	134	67	161	208	104	52		91.3		0.642		28620		477.0
154	205	102	51	25	12	6	131	193	224		110.3		0.5675		28630		477.17
112	184	220	110	183	91	45	22	139	197		130.3		0.489		28640		477.33
98	177	216	236	246	251	125	190	223	111		187.3		0.2655		28650		477.5
183	219	237	246	123	189	222	111	55	27		161.2		0.3678		28660		477.67
13	6	3	1	0	128	192	224	240	120		92.7		0.6365		28670		477.83
188	222	239	247	251	253	126	191	223	239		217.9		0.1455		28680		478.0
119	59	29	142	199	99	49	152	204	230		128.2		0.4973		28690		478.17
115	185	220	238	119	187	221	110	55	27		147.7		0.4208		28700		478.33
141	70	35	17	136	68	162	81	168	84		96.2		0.6227		28710		478.5
170	85	42	149	74	37	18	137	68	162		94.2		0.6306		28720		478.67
209	232	116	186	221	238	247	251	125	62		188.7		0.26		28730		478.83
